AGE;GNDR;ADMIT;COLLEGE;STUDENT_MAJOR;DIPLOMA_DESCRIPTION;STUDENT_LEVEL;SCHOOL;SCHOOL_CITY;CITIZENSHIP
18;M;Fall 2010-2011;Business Administration;Common Business Program;High School -Scientific;Undergraduate;International Community School;ABU DHABI;Non Citizen
22;M;Fall 2010-2011;Business Administration;Common Business Program;Secondary School -Scientific;Undergraduate;King Abdul Aziz National Sec;AL KHOBAR;GCC
19;M;Fall 2010-2011;Business Administration;Common Business Program;High School -Literature;Undergraduate;Al Ittehad Secondary;;UAE-Sharjah
19;M;Fall 2010-2011;Business Administration;Common Business Program;IG -Scientific;Undergraduate;AL Salam Private School;;Non Citizen
26;M;Fall 2010-2011;Business Administration;Common Business Program;Secondary School -Scientific;Undergraduate;Al-Rayan Private School;;GCC
19;M;Fall 2010-2011;Business Administration;Common Business Program;High School -Commercial;Undergraduate;Al Wahda Private School;Sharjah;UAE-Ras Alkhaimah
19;M;Fall 2010-2011;Business Administration;Common Business Program;Secondary School -Scientific;Undergraduate;Al-Manhal International Privat;Abu Dhabi;Non Citizen
20;M;Fall 2010-2011;Business Administration;Common Business Program;Secondary School -Literature;Undergraduate;Salman Al Farresi Secondary;SHARJAH;Non Citizen
18;M;Fall 2010-2011;Business Administration;Common Business Program;Secondary School -Scientific;Undergraduate;Al Ahlia Al Khayria Secondary;DUBAI;Non Citizen
19;M;Fall 2010-2011;Business Administration;Common Business Program;High School -Scientific;Undergraduate;Sharjah American Intl School;SHARJAH;Non Citizen
19;F;Fall 2010-2011;Business Administration;Common Business Program;High School -Scientific;Undergraduate;Sharjah American Intl School;SHARJAH;UAE-Um Alquwain
21;F;Fall 2010-2011;Business Administration;Common Business Program;High School -Literature;Undergraduate;Al Ma'arifa Int. Private Sch.;Sharjah;UAE-Sharjah
22;F;Fall 2010-2011;Business Administration;Common Business Program;IG -Literature;Undergraduate;Wesgreen International School;SHARJAH;Non Citizen
19;F;Fall 2010-2011;Business Administration;Common Business Program;High School -Commercial;Undergraduate;Al Ma'arifa Pvt Intr. School;SHARJAH;UAE-Sharjah
18;F;Fall 2010-2011;Business Administration;Common Business Program;High School -Commercial;Undergraduate;Al Ittehad Secondary;;UAE-Dubai
19;F;Fall 2010-2011;Business Administration;Common Business Program;High School -Scientific;Undergraduate;Al Khaleej National Pvt Sch;DUBAI;GCC
18;F;Fall 2010-2011;Business Administration;Common Business Program;Secondary School -Scientific;Undergraduate;Al Sho'ala Private Sch.;SHARJAH;Non Citizen
19;F;Fall 2010-2011;Business Administration;Common Business Program;IG -Literature;Undergraduate;Sharjah Public School;SHARJAH;Non Citizen
19;F;Fall 2010-2011;Business Administration;Common Business Program;Secondary School -Scientific;Undergraduate;Al Wardeya Secondary;ABU DHABI;Non Citizen
20;F;Fall 2010-2011;Business Administration;Common Business Program;High School -Literature;Undergraduate;Al Ma'arifa Int. Private Sch.;Sharjah;UAE-Sharjah
18;F;Fall 2010-2011;Business Administration;Common Business Program;High School -Scientific;Undergraduate;Dawha School;;Non Citizen
20;F;Fall 2010-2011;Business Administration;Common Business Program;High School -Scientific;Undergraduate;Manarat Al-Sharghia Secondary;AL KHOBAR;Non Citizen
19;F;Fall 2010-2011;Business Administration;Common Business Program;Secondary School -Literature;Undergraduate;Undeclared;;GCC
19;F;Fall 2010-2011;Business Administration;Common Business Program;High School -Commercial;Undergraduate;Al Wahda Private School;;UAE-Sharjah
19;F;Fall 2010-2011;Business Administration;Common Business Program;High School -Scientific;Undergraduate;Dawha School;Sharjah;Non Citizen
20;F;Fall 2010-2011;Business Administration;Common Business Program;Secondary School -Literature;Undergraduate;Undeclared;;UAE-Sharjah
20;F;Fall 2010-2011;Business Administration;Common Business Program;Secondary School -Literature;Undergraduate;Waset Secondary G;SHARJAH;UAE-Sharjah
19;F;Fall 2010-2011;Business Administration;Common Business Program;High School -Scientific;Undergraduate;Dubai Al Watania Secondary;DUBAI;UAE-Sharjah
20;F;Fall 2010-2011;Business Administration;Common Business Program;High School -Literature;Undergraduate;Al Ma'arif Secondary;DUBAI;Non Citizen
19;F;Fall 2010-2011;Business Administration;Common Business Program;Secondary School -Literature;Undergraduate;Fatima Al Zahra' Secondary G.;SHARJAH;UAE-Sharjah
19;F;Fall 2010-2011;Business Administration;Common Business Program;Secondary School -Scientific;Undergraduate;Al Bayan Educatinal Complex  G;QATAR;GCC
20;M;Fall 2010-2011;Business Administration;Common Business Program;IG -Literature;Undergraduate;Sharjah Public School;SHARJAH;Non Citizen
20;F;Fall 2010-2011;Business Administration;Common Business Program;High School -Scientific;Undergraduate;Al Rawafed Pvt;ABU DHABI;Non Citizen
19;F;Fall 2010-2011;Business Administration;Common Business Program;Secondary School -Scientific;Undergraduate;Al Jame'ah Al Ahlia Secondary;AL KHOBAR;GCC
20;F;Fall 2010-2011;Business Administration;Common Business Program;Secondary School -Literature;Undergraduate;Al Ma'arifa Int. Private Sch.;Sharjah;UAE-Ajman
20;M;Fall 2010-2011;Business Administration;Common Business Program;Secondary School -Scientific;Undergraduate;Ras Al Khaimah Secondary;RAS AL-KHAIMAH;Non Citizen
20;F;Fall 2010-2011;Business Administration;Common Business Program;Indian Board Cert. -Scientific;Undergraduate;New Indian Model School;SHARJAH;Non Citizen
19;F;Fall 2010-2011;Business Administration;Common Business Program;Secondary School -Literature;Undergraduate;Al Sabahia Secondary;RAS AL-KHAIMAH;UAE-Ras Alkhaimah
20;F;Fall 2010-2011;Business Administration;Common Business Program;Secondary School -Literature;Undergraduate;Fatima Al Zahra' Secondary G.;SHARJAH;Non Citizen
21;F;Fall 2010-2011;Business Administration;Common Business Program;Secondary School -Scientific;Undergraduate;National Charity School Girls;Dubai;Non Citizen
19;F;Fall 2010-2011;Business Administration;Common Business Program;Secondary School -Scientific;Undergraduate;Al Estiqlal Private School;Sharjah;Non Citizen
18;F;Fall 2010-2011;Business Administration;Common Business Program;Secondary School -Scientific;Undergraduate;Al Ahlia Pvt Secondary;SHARJAH;Non Citizen
19;F;Fall 2010-2011;Business Administration;Common Business Program;Secondary School -Literature;Undergraduate;Fatima Al Zahra' Secondary G.;SHARJAH;UAE-Sharjah
19;F;Fall 2010-2011;Business Administration;Common Business Program;Secondary School -Literature;Undergraduate;Masafi Secondary B;MASSAFI;UAE-Al Fujairah
19;F;Fall 2010-2011;Business Administration;Common Business Program;Secondary School -Literature;Undergraduate;Al Dheet Secondary G;RAS AL KHAIMAH - EMI;UAE-Ras Alkhaimah
18;F;Fall 2010-2011;Business Administration;Common Business Program;Secondary School -Scientific;Undergraduate;Rosary School;;Non Citizen
20;F;Fall 2010-2011;Business Administration;Common Business Program;High School -Scientific;Undergraduate;Dawha School;Sharjah;Non Citizen
19;F;Fall 2010-2011;Business Administration;Common Business Program;High School -Scientific;Undergraduate;Dawha School;;Non Citizen
19;F;Fall 2010-2011;Business Administration;Common Business Program;High School -Commercial;Undergraduate;Dubai National School.;DUBAI;Non Citizen
19;M;Fall 2010-2011;Business Administration;Common Business Program;Secondary School -Scientific;Undergraduate;Al Ahlia Al Khayria Secondary;DUBAI;Non Citizen
19;M;Fall 2010-2011;Business Administration;Common Business Program;High School -Scientific;Undergraduate;Al Ma'arifa Int. Private Sch.;Sharjah;Non Citizen
21;M;Fall 2010-2011;Business Administration;Common Business Program;Secondary School -Literature;Undergraduate;Al Furqan Secondary;Doha;GCC
19;F;Fall 2010-2011;Business Administration;Common Business Program;High School -Commercial;Undergraduate;Al Ma'arifa Int. Private Sch.;Sharjah;Non Citizen
18;F;Fall 2010-2011;Business Administration;Common Business Program;High School -Scientific;Undergraduate;Sharjah American Intl School;SHARJAH;UAE-Sharjah
18;F;Fall 2010-2011;Business Administration;Common Business Program;High School -Scientific;Undergraduate;Sharjah American Intl School;SHARJAH;UAE-Sharjah
19;M;Fall 2010-2011;Business Administration;Common Business Program;High School -Literature;Undergraduate;Al Ma'arifa Int. Private Sch.;Sharjah;UAE-Sharjah
19;M;Fall 2010-2011;Business Administration;Common Business Program;High School -Literature;Undergraduate;Al Dhafra  Pvt Secondary;ABU DHABI;Non Citizen
19;M;Fall 2010-2011;Business Administration;Common Business Program;Secondary School -Literature;Undergraduate;Mohamed Bin Rashid Secondary B;DUBAI;Non Citizen
19;M;Fall 2010-2011;Business Administration;Common Business Program;High School -Literature;Undergraduate;Al Worood Academy Priv. Sch.;Abu Dhabi;Non Citizen
19;M;Fall 2010-2011;Business Administration;Common Business Program;Secondary School -Scientific;Undergraduate;Al Ahlia Al Khayria Secondary;DUBAI;Non Citizen
20;M;Fall 2010-2011;Business Administration;Common Business Program;High School -Literature;Undergraduate;Undeclared;;GCC
18;M;Fall 2010-2011;Business Administration;Common Business Program;Secondary School -Scientific;Undergraduate;Al Sho'ala Private Sch.;SHARJAH;Non Citizen
19;M;Fall 2010-2011;Business Administration;Common Business Program;Secondary School -Literature;Undergraduate;Al Shuwaib Secondary;AL AIN;UAE-Abu Dhabi
19;F;Fall 2010-2011;Business Administration;Common Business Program;Secondary School -Literature;Undergraduate;Al-Mualla Secondary;UMM AL QUWAIN;UAE-Um Alquwain
18;F;Fall 2010-2011;Business Administration;Common Business Program;Secondary School -Literature;Undergraduate;Al-Aalam Al-Jadeed Private Sch;Dubai;Non Citizen
28;F;Fall 2010-2011;Business Administration;Common Business Program;Secondary School -Scientific;Undergraduate;Al Waha Al Moshtaraka;DUBAI;UAE-Dubai
19;F;Fall 2010-2011;Business Administration;Common Business Program;IG -Scientific;Undergraduate;Al Sadiq Islamic English Shool;;Non Citizen
19;F;Fall 2010-2011;Business Administration;Common Business Program;High School -Scientific;Undergraduate;Al Khaleej National Pvt Sch;DUBAI;UAE-Dubai
19;F;Fall 2010-2011;Business Administration;Common Business Program;High School -Scientific;Undergraduate;American International School;Dubai;Non Citizen
20;F;Fall 2010-2011;Business Administration;Common Business Program;Secondary School -Scientific;Undergraduate;Aisha Bint Abi Bakr Sec.  G;ABU DHABI;Non Citizen
19;F;Fall 2010-2011;Business Administration;Common Business Program;Secondary School -Literature;Undergraduate;Rouqaya Sec. Sch. G.;Sharjah;UAE-Sharjah
19;F;Fall 2010-2011;Business Administration;Common Business Program;Secondary School -Commercial;Undergraduate;Al Ma'arifa Int. Private Sch.;Sharjah;Non Citizen
20;F;Fall 2010-2011;Business Administration;Common Business Program;High School -Scientific;Undergraduate;Dubai National School.;DUBAI;UAE-Sharjah
19;M;Fall 2010-2011;Business Administration;Common Business Program;Technical -Industrial;Undergraduate;Institute ofApplied Technology;Dubai;UAE-Sharjah
20;M;Fall 2010-2011;Business Administration;Common Business Program;High School -Scientific;Undergraduate;Sharjah American Intl School;SHARJAH;UAE-Ras Alkhaimah
21;F;Fall 2010-2011;Business Administration;Common Business Program;High School -Literature;Undergraduate;Al Itehad Pvt Secondary;DUBAI;UAE-Dubai
21;F;Fall 2010-2011;Business Administration;Common Business Program;Indian Board Cert. -Literature;Undergraduate;International Indian School;Al Riyadh;Non Citizen
21;F;Fall 2010-2011;Business Administration;Common Business Program;Secondary School -Literature;Undergraduate;Ajman Secondary G.;AJMAN;Nil (No Official Documents)
21;M;Fall 2010-2011;Business Administration;Common Business Program;High School -Literature;Undergraduate;Al Wahda Private School;Sharjah;UAE-Sharjah
19;M;Fall 2010-2011;Business Administration;Common Business Program;High School -Scientific;Undergraduate;American International School;Dubai;Non Citizen
19;M;Fall 2010-2011;Business Administration;Common Business Program;High School -Literature;Undergraduate;Al Ma'arifa Int. Private Sch.;Sharjah;Non Citizen
20;M;Fall 2010-2011;Business Administration;Common Business Program;Secondary School -Scientific;Undergraduate;Al Sho'ala Private Sch.;SHARJAH;Non Citizen
19;M;Fall 2010-2011;Business Administration;Common Business Program;High School -Scientific;Undergraduate;Sharjah American Intl School;SHARJAH;UAE-Um Alquwain
19;M;Fall 2010-2011;Business Administration;Common Business Program;High School -Scientific;Undergraduate;Al Itehad Pvt Secondary;DUBAI;Non Citizen
22;M;Fall 2010-2011;Business Administration;Common Business Program;Secondary School -Scientific;Undergraduate;Undeclared;;GCC
19;M;Fall 2010-2011;Business Administration;Common Business Program;High School -Literature;Undergraduate;Al Wahda Private School;Sharjah;UAE-Sharjah
19;M;Fall 2010-2011;Business Administration;Common Business Program;Secondary School -Scientific;Undergraduate;Abu Dhabi Secondary;ABU DHABI;Non Citizen
23;M;Fall 2010-2011;Business Administration;Common Business Program;Secondary School -Literature;Undergraduate;Ahmad Bin Hanbal Secondary B;Doha;GCC
18;M;Fall 2010-2011;Business Administration;Common Business Program;High School -Scientific;Undergraduate;Al Mawakeb Pvt School;DUBAI;Non Citizen
24;M;Fall 2010-2011;Business Administration;Common Business Program;High School -Literature;Undergraduate;Al Ma'arifa Int. Private Sch.;Sharjah;Nil (No Official Documents)
18;M;Fall 2010-2011;Business Administration;Common Business Program;Secondary School -Scientific;Undergraduate;Salman Al Farresi Secondary;SHARJAH;Non Citizen
20;F;Fall 2010-2011;Business Administration;Common Business Program;Secondary School -Literature;Undergraduate;Salma Bint Qais Secondary G;DABA AL HESSEN;UAE-Sharjah
19;F;Fall 2010-2011;Business Administration;Common Business Program;Secondary School -Scientific;Undergraduate;Jameela Bou Hurraid Sec G;SHARJAH;Non Citizen
19;F;Fall 2010-2011;Business Administration;Common Business Program;High School -Literature;Undergraduate;International Sch of Choueifat;SHARJAH;Nil (No Official Documents)
21;F;Fall 2010-2011;Business Administration;Common Business Program;Secondary School -Literature;Undergraduate;Abu Obaidah Bin Al Jarah Pvt;AJMAN;Nil (No Official Documents)
19;F;Fall 2010-2011;Business Administration;Common Business Program;High School -Commercial;Undergraduate;Al Nahda National School AUH;ABU DHABI;Non Citizen
20;F;Fall 2010-2011;Business Administration;Common Business Program;Secondary School -Scientific;Undergraduate;Al Sho'ala Private Sch.;SHARJAH;Non Citizen
19;F;Fall 2010-2011;Business Administration;Common Business Program;Secondary School -Scientific;Undergraduate;Al Ahlia Pvt Secondary;SHARJAH;Non Citizen
19;F;Fall 2010-2011;Business Administration;Common Business Program;Secondary School -Scientific;Undergraduate;Ibn Khaldoon Pvt Secondary;SHARJAH;Non Citizen
19;F;Fall 2010-2011;Business Administration;Common Business Program;IG -Literature;Undergraduate;Al Fujairah Pvt Academy;AL FUJAIRAH;GCC
20;F;Fall 2010-2011;Business Administration;Common Business Program;High School -Scientific;Undergraduate;Undeclared;;Non Citizen
21;F;Fall 2010-2011;Business Administration;Common Business Program;Secondary School -Scientific;Undergraduate;The 4th Secondary;AL QATEEF;GCC
21;M;Fall 2010-2011;Business Administration;Common Business Program;Secondary School -Scientific;Undergraduate;Abu Obaidah Bin Al Jarah Pvt;AJMAN;UAE-Sharjah
19;M;Fall 2010-2011;Business Administration;Common Business Program;High School -Scientific;Undergraduate;Al Dhafra Pvt School;ABU DHABI;Non Citizen
22;M;Fall 2010-2011;Business Administration;Common Business Program;Secondary School -Scientific;Undergraduate;Al Thuraya Pvt School;DUBAI;Non Citizen
19;F;Fall 2010-2011;Business Administration;Common Business Program;High School -Commercial;Undergraduate;Undeclared;;Non Citizen
21;M;Fall 2010-2011;Business Administration;Common Business Program;High School -Scientific;Undergraduate;Al Mawakeb Pvt School;DUBAI;UAE-Dubai
22;M;Fall 2010-2011;Business Administration;Common Business Program;Secondary School -Literature;Undergraduate;Al Andalus Prep & Secondary P;Doha;GCC
20;M;Fall 2010-2011;Business Administration;Common Business Program;Secondary School -Literature;Undergraduate;Al Qarm Pvt School;OMAN;GCC
21;M;Fall 2010-2011;Business Administration;Common Business Program;High School -Literature;Undergraduate;Al Wahda Private School;Sharjah;UAE-Dubai
20;M;Fall 2010-2011;Business Administration;Common Business Program;High School -Literature;Undergraduate;Al Ma'arifa Int. Private Sch.;Sharjah;Non Citizen
20;M;Fall 2010-2011;Business Administration;Common Business Program;Secondary School -Literature;Undergraduate;Al Sho'ala Private Sch.;SHARJAH;Non Citizen
21;M;Fall 2010-2011;Business Administration;Common Business Program;High School -Literature;Undergraduate;Al Ma'arifa Int. Private Sch.;Sharjah;Non Citizen
18;M;Fall 2010-2011;Business Administration;Common Business Program;High School -Scientific;Undergraduate;Sharjah American Intl School;SHARJAH;UAE-Sharjah
24;F;Fall 2010-2011;Business Administration;Finance;Secondary School -Scientific;Undergraduate;Dubai National School.;DUBAI;Non Citizen
19;F;Fall 2010-2011;Communication;Communication;Secondary School -Literature;Undergraduate;Salma Bint Qais Secondary G;DABA AL HESSEN;UAE-Sharjah
20;F;Fall 2010-2011;Communication;Communication;Secondary School -Literature;Undergraduate;Salma Bint Qais Secondary G;DABA AL HESSEN;UAE-Sharjah
21;M;Fall 2010-2011;Communication;Mass Communication;Secondary School -Literature;Undergraduate;Undeclared;;GCC
21;M;Fall 2010-2011;Communication;Mass Communication;Secondary School -Scientific;Undergraduate;Al Sho'ala Private Sch.;SHARJAH;Non Citizen
21;M;Fall 2010-2011;Communication;Mass Communication;Secondary School -Scientific;Undergraduate;Al Faisalia PVT;SAUDIA ARABIA;Non Citizen
20;M;Fall 2010-2011;Communication;Mass Communication;Secondary School -Literature;Undergraduate;Emirats Pvt School;ABU DHABI;Non Citizen
19;M;Fall 2010-2011;Communication;Mass Communication;Secondary School -Literature;Undergraduate;Al Hikmah Private Sec. Sch.;AJMAN;Non Citizen
19;M;Fall 2010-2011;Communication;Mass Communication;Secondary School -Literature;Undergraduate;Al Thuraya Pvt School;DUBAI;Non Citizen
20;M;Fall 2010-2011;Communication;Mass Communication;Secondary School -Literature;Undergraduate;Al Thuraya Pvt School;DUBAI;Non Citizen
19;M;Fall 2010-2011;Communication;Mass Communication;Secondary School -Literature;Undergraduate;Al Khaleej Al Arabi Secondary;SHARJAH;Non Citizen
19;M;Fall 2010-2011;Communication;Mass Communication;Secondary School -Literature;Undergraduate;Ibin Hazm Secondary;AJMAN;Non Citizen
22;M;Fall 2010-2011;Communication;Mass Communication;Secondary School -Literature;Undergraduate;Al Zied Secondary;SHARJAH;Non Citizen
20;F;Fall 2010-2011;Communication;Mass Communication;Secondary School -Literature;Undergraduate;Al Heerah Secondary G;SHARJAH;UAE-Abu Dhabi
19;F;Fall 2010-2011;Communication;Mass Communication;Secondary School -Scientific;Undergraduate;Al-Aalam Al-Jadeed Private Sch;Dubai;Non Citizen
19;F;Fall 2010-2011;Communication;Mass Communication;High School -Literature;Undergraduate;Al Ma'arifa Int. Private Sch.;Sharjah;Non Citizen
20;M;Fall 2010-2011;Communication;Mass Communication;Secondary School -Literature;Undergraduate;Undeclared;;GCC
20;F;Fall 2010-2011;Communication;Mass Communication;Secondary School -Literature;Undergraduate;Rouqaya Sec. Sch. G.;Sharjah;Non Citizen
19;F;Fall 2010-2011;Communication;Mass Communication;Secondary School -Scientific;Undergraduate;Al-Nouf Secondary G;SHARJAH;Nil (No Official Documents)
20;F;Fall 2010-2011;Communication;Mass Communication;Secondary School -Literature;Undergraduate;Al-Bataeh Sec. Sch. G;Sharjah;UAE-Sharjah
20;F;Fall 2010-2011;Communication;Mass Communication;Secondary School -Literature;Undergraduate;Al-Najah Sec. Sch. G.;Ras Al-Khaima;Non Citizen
